serie,i,j,rep,cola,llamadas,tiempo_acum_ns,ops_acum,ops_cascada_acum
C,18,20,0,fibonacci,568539,132917072,510750,138944
C,18,20,0,fibonacci,568687,132947744,510863,138951
C,18,20,0,fibonacci,568834,132979631,510977,138964
C,18,20,0,fibonacci,568982,133011106,511089,138981
C,18,20,0,fibonacci,569129,133044744,511215,138996
C,18,20,0,fibonacci,569277,133076814,511338,139005
C,18,20,0,fibonacci,569424,133110117,511467,139024
C,18,20,0,fibonacci,569572,133144576,511595,139039
C,18,20,0,fibonacci,569719,133176129,511720,139058
C,18,20,0,fibonacci,569867,133212324,511856,139079
C,18,20,0,fibonacci,570015,133245855,511969,139086
C,18,20,0,fibonacci,570162,133279228,512086,139096
C,18,20,0,fibonacci,570310,133311335,512193,139106
C,18,20,0,fibonacci,570457,133349579,512313,139118
C,18,20,0,fibonacci,570605,133381866,512441,139135
C,18,20,0,fibonacci,570752,133414957,512557,139145
C,18,20,0,fibonacci,570900,133447686,512672,139152
C,18,20,0,fibonacci,571047,133480092,512784,139162
C,18,20,0,fibonacci,571195,133512269,512895,139170
C,18,20,0,fibonacci,571343,133544725,513013,139181
C,18,20,0,fibonacci,571490,133577123,513129,139194
C,18,20,0,fibonacci,571638,133610905,513263,139216
C,18,20,0,fibonacci,571785,133645371,513386,139228
C,18,20,0,fibonacci,571933,133680247,513516,139244
C,18,20,0,fibonacci,572080,133714758,513646,139263
C,18,20,0,fibonacci,572228,133748101,513764,139273
C,18,20,0,fibonacci,572375,133780129,513883,139289
C,18,20,0,fibonacci,572523,133813719,513989,139302
C,18,20,0,fibonacci,572671,133846472,514095,139310
C,18,20,0,fibonacci,572818,133879243,514201,139321
C,18,20,0,fibonacci,572966,133911304,514319,139331
C,18,20,0,fibonacci,573113,133943293,514436,139341
C,18,20,0,fibonacci,573261,133977394,514567,139358
C,18,20,0,fibonacci,573408,134008058,514688,139371
C,18,20,0,fibonacci,573556,134039997,514811,139386
C,18,20,0,fibonacci,573704,134072321,514929,139404
C,18,20,0,fibonacci,573851,134103924,515040,139414
C,18,20,0,fibonacci,573999,134135930,515152,139425
C,18,20,0,fibonacci,574146,134168364,515274,139436
C,18,20,0,fibonacci,574294,134201883,515384,139447
C,18,20,0,fibonacci,574441,134234955,515502,139463
C,18,20,0,fibonacci,574589,134268151,515620,139476
C,18,20,0,fibonacci,574736,134300277,515738,139493
C,18,20,0,fibonacci,574884,134333270,515859,139508
C,18,20,0,fibonacci,575032,134365780,515983,139519
C,18,20,0,fibonacci,575179,134397128,516089,139528
C,18,20,0,fibonacci,575327,134428324,516204,139539
C,18,20,0,fibonacci,575474,134464422,516320,139552
C,18,20,0,fibonacci,575622,134496310,516428,139563
C,18,20,0,fibonacci,575769,134529303,516539,139573
C,18,20,0,fibonacci,575917,134561840,516657,139583
C,18,20,0,fibonacci,576064,134598152,516773,139596
C,18,20,0,fibonacci,576212,134627896,516890,139607
C,18,20,0,fibonacci,576360,134658427,517023,139625
C,18,20,0,fibonacci,576507,134690420,517142,139637
C,18,20,0,fibonacci,576655,134721437,517260,139648
C,18,20,0,fibonacci,576802,134753464,517393,139669
C,18,20,0,fibonacci,576950,134785512,517510,139680
C,18,20,0,fibonacci,577097,134817112,517631,139692
C,18,20,0,fibonacci,577245,134850865,517746,139699
C,18,20,0,fibonacci,577392,134884037,517871,139717
C,18,20,0,fibonacci,577540,134917102,517991,139729
C,18,20,0,fibonacci,577688,134949922,518115,139749
C,18,20,0,fibonacci,577835,134981892,518228,139761
C,18,20,0,fibonacci,577983,135015262,518343,139771
C,18,20,0,fibonacci,578130,135046031,518461,139784
C,18,20,0,fibonacci,578278,135080730,518578,139791
C,18,20,0,fibonacci,578425,135113191,518691,139802
C,18,20,0,fibonacci,578573,135144793,518806,139807
C,18,20,0,fibonacci,578720,135176318,518934,139825
C,18,20,0,fibonacci,578868,135210763,519059,139836
C,18,20,0,fibonacci,579016,135241828,519167,139845
C,18,20,0,fibonacci,579163,135273376,519288,139854
C,18,20,0,fibonacci,579311,135305360,519422,139873
C,18,20,0,fibonacci,579458,135336712,519541,139888
C,18,20,0,fibonacci,579606,135374067,519656,139898
C,18,20,0,fibonacci,579753,135405861,519778,139906
C,18,20,0,fibonacci,579901,135438038,519911,139920
C,18,20,0,fibonacci,580048,135468990,520028,139930
C,18,20,0,fibonacci,580196,135501455,520148,139939
C,18,20,0,fibonacci,580344,135533085,520275,139950
C,18,20,0,fibonacci,580491,135564288,520379,139955
C,18,20,0,fibonacci,580639,135595371,520500,139960
C,18,20,0,fibonacci,580786,135629061,520615,139967
C,18,20,0,fibonacci,580934,135661770,520730,139974
C,18,20,0,fibonacci,581081,135693319,520850,139990
C,18,20,0,fibonacci,581229,135730944,520973,140005
C,18,20,0,fibonacci,581377,135764533,521091,140019
C,18,20,0,fibonacci,581524,135794228,521209,140027
C,18,20,0,fibonacci,581672,135825359,521320,140031
C,18,20,0,fibonacci,581819,135856282,521424,140036
C,18,20,0,fibonacci,581967,135888881,521546,140045
C,18,20,0,fibonacci,582114,135918850,521664,140055
C,18,20,0,fibonacci,582262,135950623,521795,140066
C,18,20,0,fibonacci,582409,135981058,521906,140075
C,18,20,0,fibonacci,582557,136012119,522026,140082
C,18,20,0,fibonacci,582705,136048194,522149,140092
C,18,20,0,fibonacci,582852,136079353,522272,140102
C,18,20,0,fibonacci,583000,136112563,522386,140114
C,18,20,0,fibonacci,583147,136143922,522508,140124
C,18,20,0,fibonacci,583295,136175468,522622,140131
C,18,20,0,fibonacci,583442,136206122,522729,140135
C,18,20,0,fibonacci,583590,136236875,522855,140143
C,18,20,0,fibonacci,583737,136266421,522970,140154
C,18,20,0,fibonacci,583885,136299488,523090,140168
C,18,20,0,fibonacci,584033,136330081,523220,140178
C,18,20,0,fibonacci,584180,136359621,523341,140188
C,18,20,0,fibonacci,584328,136389955,523453,140195
C,18,20,0,fibonacci,584475,136420224,523569,140203
C,18,20,0,fibonacci,584623,136450413,523686,140213
C,18,20,0,fibonacci,584770,136481011,523799,140221
C,18,20,0,fibonacci,584918,136511927,523925,140229
C,18,20,0,fibonacci,585065,136542534,524052,140243
C,18,20,0,fibonacci,585213,136572744,524162,140250
C,18,20,0,fibonacci,585361,136605533,524288,140265
C,18,20,0,fibonacci,585508,136636800,524411,140277
C,18,20,0,fibonacci,585656,136669112,524522,140283
C,18,20,0,fibonacci,585803,136701552,524646,140292
C,18,20,0,fibonacci,585951,136732539,524772,140304
C,18,20,0,fibonacci,586098,136764018,524895,140315
C,18,20,0,fibonacci,586246,136796426,525022,140334
C,18,20,0,fibonacci,586393,136826827,525145,140345
C,18,20,0,fibonacci,586541,136857893,525262,140354
C,18,20,0,fibonacci,586689,136888829,525399,140367
C,18,20,0,fibonacci,586836,136919882,525522,140378
C,18,20,0,fibonacci,586984,136952224,525647,140384
C,18,20,0,fibonacci,587131,136982676,525767,140394
C,18,20,0,fibonacci,587279,137013809,525877,140399
C,18,20,0,fibonacci,587426,137049992,525993,140410
C,18,20,0,fibonacci,587574,137078995,526114,140420
C,18,20,0,fibonacci,587721,137108719,526240,140434
C,18,20,0,fibonacci,587869,137138540,526367,140444
C,18,20,0,fibonacci,588017,137170351,526488,140458
C,18,20,0,fibonacci,588164,137202106,526602,140463
C,18,20,0,fibonacci,588312,137236717,526714,140471
C,18,20,0,fibonacci,588459,137266751,526831,140480
C,18,20,0,fibonacci,588607,137298655,526964,140491
C,18,20,0,fibonacci,588754,137329713,527087,140499
C,18,20,0,fibonacci,588902,137359730,527202,140503
C,18,20,0,fibonacci,589050,137392266,527321,140510
C,18,20,0,fibonacci,589197,137423001,527438,140522
C,18,20,0,fibonacci,589345,137454164,527552,140529
C,18,20,0,fibonacci,589492,137485466,527667,140539
C,18,20,0,fibonacci,589640,137515282,527797,140549
C,18,20,0,fibonacci,589787,137543832,527918,140553
C,18,20,0,fibonacci,589935,137574588,528042,140564
C,18,20,0,fibonacci,590082,137604823,528166,140574
C,18,20,0,fibonacci,590230,137632775,528287,140583
C,18,20,0,fibonacci,590378,137664181,528401,140592
C,18,20,0,fibonacci,590525,137694641,528504,140592
C,18,20,0,fibonacci,590673,137724266,528618,140597
C,18,20,0,fibonacci,590820,137753344,528738,140608
C,18,20,0,fibonacci,590968,137783009,528847,140614
C,18,20,0,fibonacci,591115,137811763,528969,140620
C,18,20,0,fibonacci,591263,137842910,529089,140625
C,18,20,0,fibonacci,591410,137873084,529207,140631
C,18,20,0,fibonacci,591558,137903071,529326,140636
C,18,20,0,fibonacci,591706,137933221,529443,140645
C,18,20,0,fibonacci,591853,137962087,529558,140654
C,18,20,0,fibonacci,592001,137990794,529683,140661
C,18,20,0,fibonacci,592148,138020793,529797,140663
C,18,20,0,fibonacci,592296,138050594,529922,140677
C,18,20,0,fibonacci,592443,138079128,530041,140686
C,18,20,0,fibonacci,592591,138108905,530153,140689
C,18,20,0,fibonacci,592738,138138492,530272,140696
C,18,20,0,fibonacci,592886,138171801,530406,140703
C,18,20,0,fibonacci,593034,138199870,530524,140710
C,18,20,0,fibonacci,593181,138229147,530648,140714
C,18,20,0,fibonacci,593329,138258513,530760,140721
C,18,20,0,fibonacci,593476,138287967,530877,140726
C,18,20,0,fibonacci,593624,138319508,531001,140733
C,18,20,0,fibonacci,593771,138347335,531118,140738
C,18,20,0,fibonacci,593919,138374832,531244,140747
C,18,20,0,fibonacci,594066,138403089,531370,140756
C,18,20,0,fibonacci,594214,138430242,531494,140765
C,18,20,0,fibonacci,594362,138459792,531625,140776
C,18,20,0,fibonacci,594509,138487093,531748,140786
C,18,20,0,fibonacci,594657,138516341,531870,140795
C,18,20,0,fibonacci,594804,138543230,531985,140799
C,18,20,0,fibonacci,594952,138572309,532113,140807
C,18,20,0,fibonacci,595099,138600549,532229,140815
C,18,20,0,fibonacci,595247,138631044,532349,140823
C,18,20,0,fibonacci,595394,138658937,532475,140825
C,18,20,0,fibonacci,595542,138686453,532601,140835
C,18,20,0,fibonacci,595690,138715032,532721,140842
C,18,20,0,fibonacci,595837,138746264,532839,140845
C,18,20,0,fibonacci,595985,138774546,532958,140849
C,18,20,0,fibonacci,596132,138803768,533089,140858
C,18,20,0,fibonacci,596280,138832189,533225,140864
C,18,20,0,fibonacci,596427,138859343,533349,140869
C,18,20,0,fibonacci,596575,138886896,533473,140876
C,18,20,0,fibonacci,596723,138915608,533603,140887
C,18,20,0,fibonacci,596870,138946855,533731,140893
C,18,20,0,fibonacci,597018,138973769,533854,140897
C,18,20,0,fibonacci,597165,139001009,533977,140904
C,18,20,0,fibonacci,597313,139028089,534100,140908
C,18,20,0,fibonacci,597460,139055301,534221,140913
C,18,20,0,fibonacci,597608,139082092,534345,140923
C,18,20,0,fibonacci,597755,139109862,534478,140932
C,18,20,0,fibonacci,597903,139136993,534605,140937
C,18,20,0,fibonacci,598051,139164168,534729,140945
C,18,20,0,fibonacci,598198,139204564,534861,140955
C,18,20,0,fibonacci,598346,139231675,534982,140959
C,18,20,0,fibonacci,598493,139259352,535112,140966
C,18,20,0,fibonacci,598641,139286508,535238,140969
C,18,20,0,fibonacci,598788,139311200,535365,140977
C,18,20,0,fibonacci,598936,139336883,535493,140984
C,18,20,0,fibonacci,599083,139362327,535611,140986
C,18,20,0,fibonacci,599231,139388543,535736,140990
C,18,20,0,fibonacci,599379,139414781,535876,140997
C,18,20,0,fibonacci,599526,139440065,536005,141002
C,18,20,0,fibonacci,599674,139466000,536126,141008
C,18,20,0,fibonacci,599821,139492961,536247,141009
C,18,20,0,fibonacci,599969,139518796,536372,141013
C,18,20,0,fibonacci,600116,139544789,536492,141020
C,18,20,0,fibonacci,600264,139569346,536622,141025
C,18,20,0,fibonacci,600411,139594298,536751,141032
C,18,20,0,fibonacci,600559,139619831,536872,141036
C,18,20,0,fibonacci,600707,139643105,536993,141038
C,18,20,0,fibonacci,600854,139667308,537117,141045
C,18,20,0,fibonacci,601002,139692773,537245,141046
C,18,20,0,fibonacci,601149,139716521,537374,141049
C,18,20,0,fibonacci,601297,139741044,537498,141051
C,18,20,0,fibonacci,601444,139765450,537618,141052
C,18,20,0,fibonacci,601592,139789358,537742,141058
C,18,20,0,fibonacci,601739,139814861,537857,141062
C,18,20,0,fibonacci,601887,139838707,537972,141063
C,18,20,0,fibonacci,602035,139859687,538100,141064
C,18,20,0,fibonacci,602182,139883613,538219,141065
C,18,20,0,fibonacci,602330,139904998,538338,141066
C,18,20,0,fibonacci,602477,139925628,538465,141069
C,18,20,0,fibonacci,602625,139946422,538594,141072
C,18,20,0,fibonacci,602772,139965658,538724,141077
C,18,20,0,fibonacci,602920,139986034,538844,141079
C,18,20,0,fibonacci,603067,140005488,538973,141080
C,18,20,0,fibonacci,603215,140024408,539098,141081
C,18,20,0,fibonacci,603363,140048041,539219,141082
C,18,20,0,fibonacci,603510,140066408,539347,141084
C,18,20,0,fibonacci,603658,140084515,539476,141088
C,18,20,0,fibonacci,603805,140101859,539608,141091
C,18,20,0,fibonacci,603953,140116311,539733,141092
C,18,20,0,fibonacci,604100,140130388,539857,141093
C,18,20,0,fibonacci,604248,140142989,539993,141093
C,18,20,0,fibonacci,604396,140152725,540123,141094
C,18,21,0,binomial,191,106615,1040,0
C,18,21,0,binomial,383,198262,2008,0
C,18,21,0,binomial,574,277943,2931,0
C,18,21,0,binomial,766,358601,3844,0
C,18,21,0,binomial,958,435878,4698,0
C,18,21,0,binomial,1149,506107,5491,0
C,18,21,0,binomial,1341,570896,6278,0
C,18,21,0,binomial,1532,633899,7038,0
C,18,21,0,binomial,1724,695094,7772,0
C,18,21,0,binomial,1916,757102,8580,0
C,18,21,0,binomial,2107,819271,9327,0
C,18,21,0,binomial,2299,880895,10034,0
C,18,21,0,binomial,2490,939362,10746,0
C,18,21,0,binomial,2682,997051,11418,0
C,18,21,0,binomial,2874,1055919,12150,0
C,18,21,0,binomial,3065,1116286,12828,0
C,18,21,0,binomial,3257,1171761,13462,0
C,18,21,0,binomial,3449,1224555,14140,0
C,18,21,0,binomial,3640,1273768,14747,0
C,18,21,0,binomial,3832,1330102,15426,0
C,18,21,0,binomial,4023,1387090,16087,0
C,18,21,0,binomial,4215,1447991,16725,0
C,18,21,0,binomial,4407,1502500,17371,0
C,18,21,0,binomial,4598,1556795,18056,0
C,18,21,0,binomial,4790,1608922,18661,0
C,18,21,0,binomial,4981,1659163,19284,0
C,18,21,0,binomial,5173,1710916,19931,0
C,18,21,0,binomial,5365,1767050,20595,0
C,18,21,0,binomial,5556,1821130,21267,0
C,18,21,0,binomial,5748,1873187,21897,0
C,18,21,0,binomial,5940,1923717,22489,0
C,18,21,0,binomial,6131,1975018,23090,0
C,18,21,0,binomial,6323,2023863,23665,0
C,18,21,0,binomial,6514,2074436,24295,0
C,18,21,0,binomial,6706,2125658,24843,0
C,18,21,0,binomial,6898,2176291,25406,0
C,18,21,0,binomial,7089,2227653,25980,0
C,18,21,0,binomial,7281,2292125,26553,0
C,18,21,0,binomial,7472,2344116,27118,0
C,18,21,0,binomial,7664,2395088,27701,0
C,18,21,0,binomial,7856,2448133,28305,0
C,18,21,0,binomial,8047,2496147,28856,0
C,18,21,0,binomial,8239,2546447,29388,0
C,18,21,0,binomial,8431,2597719,29983,0
C,18,21,0,binomial,8622,2647621,30542,0
C,18,21,0,binomial,8814,2693042,31097,0
C,18,21,0,binomial,9005,2741931,31667,0
C,18,21,0,binomial,9197,2792893,32256,0
C,18,21,0,binomial,9389,2849837,32814,0
C,18,21,0,binomial,9580,2899007,33372,0
C,18,21,0,binomial,9772,2949356,33929,0
C,18,21,0,binomial,9963,2996846,34440,0
C,18,21,0,binomial,10155,3047748,34969,0
C,18,21,0,binomial,10347,3098152,35499,0
C,18,21,0,binomial,10538,3146479,36008,0
C,18,21,0,binomial,10730,3192622,36509,0
C,18,21,0,binomial,10922,3241721,37032,0
C,18,21,0,binomial,11113,3287486,37501,0
C,18,21,0,binomial,11305,3336015,38017,0
C,18,21,0,binomial,11496,3387435,38516,0
C,18,21,0,binomial,11688,3432593,39019,0
C,18,21,0,binomial,11880,3479026,39565,0
C,18,21,0,binomial,12071,3529491,40091,0
C,18,21,0,binomial,12263,3579029,40626,0
C,18,21,0,binomial,12454,3627901,41164,0
C,18,21,0,binomial,12646,3680268,41677,0
C,18,21,0,binomial,12838,3728063,42205,0
C,18,21,0,binomial,13029,3773756,42675,0
C,18,21,0,binomial,13221,3822005,43193,0
C,18,21,0,binomial,13413,3871632,43683,0
C,18,21,0,binomial,13604,3920076,44147,0
C,18,21,0,binomial,13796,3976346,44671,0
C,18,21,0,binomial,13987,4026404,45187,0
C,18,21,0,binomial,14179,4076624,45739,0
C,18,21,0,binomial,14371,4124043,46172,0
C,18,21,0,binomial,14562,4173378,46688,0
C,18,21,0,binomial,14754,4219685,47146,0
C,18,21,0,binomial,14945,4269342,47665,0
C,18,21,0,binomial,15137,4316591,48170,0
C,18,21,0,binomial,15329,4363519,48648,0
C,18,21,0,binomial,15520,4410597,49140,0
C,18,21,0,binomial,15712,4459524,49667,0
C,18,21,0,binomial,15904,4512825,50149,0
C,18,21,0,binomial,16095,4561876,50617,0
C,18,21,0,binomial,16287,4610326,51101,0
C,18,21,0,binomial,16478,4656856,51567,0
C,18,21,0,binomial,16670,4706885,52071,0
C,18,21,0,binomial,16862,4755843,52553,0
C,18,21,0,binomial,17053,4802809,53025,0
C,18,21,0,binomial,17245,4851298,53472,0
C,18,21,0,binomial,17436,4899024,53986,0
C,18,21,0,binomial,17628,4948320,54450,0
C,18,21,0,binomial,17820,4998969,54966,0
C,18,21,0,binomial,18011,5044896,55402,0
C,18,21,0,binomial,18203,5100116,55907,0
C,18,21,0,binomial,18395,5148374,56417,0
C,18,21,0,binomial,18586,5197472,56875,0
C,18,21,0,binomial,18778,5248368,57346,0
C,18,21,0,binomial,18969,5295148,57806,0
C,18,21,0,binomial,19161,5349521,58291,0
C,18,21,0,binomial,19353,5403314,58781,0
C,18,21,0,binomial,19544,5461164,59244,0
C,18,21,0,binomial,19736,5513997,59750,0
C,18,21,0,binomial,19927,5560883,60189,0
C,18,21,0,binomial,20119,5610334,60619,0
C,18,21,0,binomial,20311,5660928,61064,0
C,18,21,0,binomial,20502,5709633,61548,0
C,18,21,0,binomial,20694,5758699,62023,0
C,18,21,0,binomial,20886,5807796,62496,0
C,18,21,0,binomial,21077,5857465,63012,0
C,18,21,0,binomial,21269,5905052,63463,0
C,18,21,0,binomial,21460,5951574,63910,0
C,18,21,0,binomial,21652,6000275,64338,0
C,18,21,0,binomial,21844,6046162,64786,0
C,18,21,0,binomial,22035,6097831,65240,0
C,18,21,0,binomial,22227,6146188,65681,0
C,18,21,0,binomial,22418,6193740,66132,0
C,18,21,0,binomial,22610,6243561,66593,0
C,18,21,0,binomial,22802,6288087,67018,0
C,18,21,0,binomial,22993,6334783,67452,0
C,18,21,0,binomial,23185,6379168,67875,0
C,18,21,0,binomial,23376,6428511,68314,0
C,18,21,0,binomial,23568,6475229,68751,0
C,18,21,0,binomial,23760,6525844,69230,0
C,18,21,0,binomial,23951,6572141,69610,0
C,18,21,0,binomial,24143,6618474,70052,0
C,18,21,0,binomial,24335,6669954,70507,0
C,18,21,0,binomial,24526,6720429,70944,0
C,18,21,0,binomial,24718,6770283,71386,0
C,18,21,0,binomial,24909,6818902,71811,0
C,18,21,0,binomial,25101,6866475,72267,0
C,18,21,0,binomial,25293,6912854,72730,0
C,18,21,0,binomial,25484,6958220,73125,0
C,18,21,0,binomial,25676,7005401,73569,0
C,18,21,0,binomial,25867,7052732,74001,0
C,18,21,0,binomial,26059,7101797,74466,0
C,18,21,0,binomial,26251,7150927,74900,0
C,18,21,0,binomial,26442,7199061,75321,0
C,18,21,0,binomial,26634,7249241,75702,0
C,18,21,0,binomial,26826,7295479,76152,0
C,18,21,0,binomial,27017,7341505,76586,0
C,18,21,0,binomial,27209,7386913,77028,0
C,18,21,0,binomial,27400,7432417,77443,0
C,18,21,0,binomial,27592,7480003,77887,0
C,18,21,0,binomial,27784,7525528,78296,0
C,18,21,0,binomial,27975,7574406,78758,0
C,18,21,0,binomial,28167,7623108,79196,0
C,18,21,0,binomial,28358,7670760,79652,0
C,18,21,0,binomial,28550,7715775,80042,0
C,18,21,0,binomial,28742,7761973,80457,0
C,18,21,0,binomial,28933,7811557,80833,0
C,18,21,0,binomial,29125,7861144,81276,0
C,18,21,0,binomial,29317,7909287,81732,0
C,18,21,0,binomial,29508,7956001,82071,0
C,18,21,0,binomial,29700,8002836,82507,0
C,18,21,0,binomial,29891,8047180,82913,0
C,18,21,0,binomial,30083,8095286,83358,0
C,18,21,0,binomial,30275,8141023,83733,0
C,18,21,0,binomial,30466,8185999,84163,0
C,18,21,0,binomial,30658,8232908,84604,0
C,18,21,0,binomial,30849,8281137,85026,0
C,18,21,0,binomial,31041,8326889,85456,0
C,18,21,0,binomial,31233,8380255,85898,0
C,18,21,0,binomial,31424,8426423,86285,0
C,18,21,0,binomial,31616,8475782,86719,0
C,18,21,0,binomial,31808,8519757,87106,0
C,18,21,0,binomial,31999,8565897,87568,0
C,18,21,0,binomial,32191,8614902,88056,0
C,18,21,0,binomial,32382,8658881,88437,0
C,18,21,0,binomial,32574,8702450,88796,0
C,18,21,0,binomial,32766,8748957,89207,0
C,18,21,0,binomial,32957,8794299,89568,0
C,18,21,0,binomial,33149,8839976,89932,0
C,18,21,0,binomial,33340,8894974,90386,0
C,18,21,0,binomial,33532,8940374,90784,0
C,18,21,0,binomial,33724,8985375,91183,0
C,18,21,0,binomial,33915,9030880,91598,0
C,18,21,0,binomial,34107,9076348,92019,0
C,18,21,0,binomial,34299,9122585,92414,0
C,18,21,0,binomial,34490,9168322,92793,0
C,18,21,0,binomial,34682,9212211,93164,0
C,18,21,0,binomial,34873,9256647,93572,0
C,18,21,0,binomial,35065,9303587,93993,0
C,18,21,0,binomial,35257,9350907,94394,0
C,18,21,0,binomial,35448,9395680,94822,0
C,18,21,0,binomial,35640,9442020,95237,0
C,18,21,0,binomial,35831,9485373,95615,0
C,18,21,0,binomial,36023,9530706,95968,0
C,18,21,0,binomial,36215,9579484,96397,0
C,18,21,0,binomial,36406,9623655,96764,0
C,18,21,0,binomial,36598,9671107,97149,0
C,18,21,0,binomial,36790,9715957,97545,0
C,18,21,0,binomial,36981,9762474,97957,0
C,18,21,0,binomial,37173,9808197,98359,0
C,18,21,0,binomial,37364,9856650,98800,0
C,18,21,0,binomial,37556,9902947,99219,0
C,18,21,0,binomial,37748,9952936,99620,0
C,18,21,0,binomial,37939,10001649,100027,0
C,18,21,0,binomial,38131,10048712,100426,0
C,18,21,0,binomial,38322,10094063,100800,0
C,18,21,0,binomial,38514,10141456,101210,0
C,18,21,0,binomial,38706,10188388,101554,0
C,18,21,0,binomial,38897,10232708,101875,0
C,18,21,0,binomial,39089,10280439,102239,0
C,18,21,0,binomial,39281,10325204,102612,0
C,18,21,0,binomial,39472,10372442,103023,0
C,18,21,0,binomial,39664,10419581,103433,0
C,18,21,0,binomial,39855,10469616,103832,0
C,18,21,0,binomial,40047,10516949,104248,0
C,18,21,0,binomial,40239,10561218,104633,0
C,18,21,0,binomial,40430,10604644,104966,0
C,18,21,0,binomial,40622,10648844,105339,0
C,18,21,0,binomial,40813,10694023,105711,0
C,18,21,0,binomial,41005,10737985,106115,0
C,18,21,0,binomial,41197,10781191,106491,0
C,18,21,0,binomial,41388,10825525,106830,0
C,18,21,0,binomial,41580,10871537,107183,0
C,18,21,0,binomial,41772,10916268,107569,0
C,18,21,0,binomial,41963,10962199,107952,0
C,18,21,0,binomial,42155,11006360,108317,0
C,18,21,0,binomial,42346,11052323,108708,0
C,18,21,0,binomial,42538,11101455,109107,0
C,18,21,0,binomial,42730,11146321,109492,0
C,18,21,0,binomial,42921,11188499,109860,0
C,18,21,0,binomial,43113,11235992,110259,0
C,18,21,0,binomial,43304,11281126,110600,0
C,18,21,0,binomial,43496,11327051,111013,0
C,18,21,0,binomial,43688,11372506,111399,0
C,18,21,0,binomial,43879,11418429,111780,0
C,18,21,0,binomial,44071,11463511,112170,0
C,18,21,0,binomial,44263,11511030,112600,0
C,18,21,0,binomial,44454,11558047,112986,0
C,18,21,0,binomial,44646,11603542,113342,0
C,18,21,0,binomial,44837,11650589,113704,0
C,18,21,0,binomial,45029,11696619,114073,0
C,18,21,0,binomial,45221,11742646,114447,0
C,18,21,0,binomial,45412,11784919,114771,0
C,18,21,0,binomial,45604,11831646,115178,0
C,18,21,0,binomial,45795,11879515,115596,0
C,18,21,0,binomial,45987,11922260,115938,0
C,18,21,0,binomial,46179,11968185,116332,0
C,18,21,0,binomial,46370,12013278,116699,0
C,18,21,0,binomial,46562,12065841,117107,0
C,18,21,0,binomial,46753,12109416,117504,0
C,18,21,0,binomial,46945,12154450,117927,0
C,18,21,0,binomial,47137,12201689,118345,0
C,18,21,0,binomial,47328,12250433,118729,0
C,18,21,0,binomial,47520,12296047,119104,0
C,18,21,0,binomial,47712,12343117,119483,0
C,18,21,0,binomial,47903,12389591,119832,0
C,18,21,0,binomial,48095,12434018,120197,0
C,18,21,0,binomial,48286,12478615,120590,0
C,18,21,0,binomial,48478,12526139,120955,0
C,18,21,0,binomial,48670,12570357,121309,0
C,18,21,0,binomial,48861,12614871,121654,0
C,18,21,0,binomial,49053,12661416,122052,0
C,18,21,0,binomial,49244,12706663,122416,0
C,18,21,0,binomial,49436,12752091,122816,0
C,18,21,0,binomial,49628,12800968,123210,0
C,18,21,0,binomial,49819,12844643,123545,0
C,18,21,0,binomial,50011,12887835,123901,0
C,18,21,0,binomial,50203,12937906,124330,0
C,18,21,0,binomial,50394,12979251,124627,0
C,18,21,0,binomial,50586,13022138,124967,0
C,18,21,0,binomial,50777,13068573,125380,0
C,18,21,0,binomial,50969,13117156,125730,0
C,18,21,0,binomial,51161,13160211,126049,0
C,18,21,0,binomial,51352,13209336,126480,0
C,18,21,0,binomial,51544,13255533,126856,0
C,18,21,0,binomial,51735,13298070,127244,0
C,18,21,0,binomial,51927,13345519,127644,0
C,18,21,0,binomial,52119,13393287,128016,0
C,18,21,0,binomial,52310,13436756,128338,0
C,18,21,0,binomial,52502,13480011,128669,0
C,18,21,0,binomial,52694,13526774,129049,0
C,18,21,0,binomial,52885,13569666,129359,0
C,18,21,0,binomial,53077,13614503,129732,0
C,18,21,0,binomial,53268,13668385,130109,0
C,18,21,0,binomial,53460,13712174,130479,0
C,18,21,0,binomial,53652,13753612,130844,0
C,18,21,0,binomial,53843,13795785,131146,0
C,18,21,0,binomial,54035,13841492,131507,0
C,18,21,0,binomial,54226,13887781,131905,0
C,18,21,0,binomial,54418,13932529,132251,0
C,18,21,0,binomial,54610,13975662,132614,0
C,18,21,0,binomial,54801,14018987,132935,0
C,18,21,0,binomial,54993,14059721,133296,0
C,18,21,0,binomial,55185,14102319,133614,0
C,18,21,0,binomial,55376,14149533,133986,0
C,18,21,0,binomial,55568,14198542,134336,0
C,18,21,0,binomial,55759,14246775,134688,0
C,18,21,0,binomial,55951,14289569,135043,0
C,18,21,0,binomial,56143,14336986,135417,0
C,18,21,0,binomial,56334,14382135,135803,0
C,18,21,0,binomial,56526,14424521,136136,0
C,18,21,0,binomial,56717,14466869,136440,0
C,18,21,0,binomial,56909,14510023,136762,0
C,18,21,0,binomial,57101,14552541,137123,0
C,18,21,0,binomial,57292,14597401,137456,0
C,18,21,0,binomial,57484,14641425,137802,0
C,18,21,0,binomial,57676,14692664,138166,0
C,18,21,0,binomial,57867,14737056,138490,0
C,18,21,0,binomial,58059,14783896,138843,0
C,18,21,0,binomial,58250,14826896,139171,0
C,18,21,0,binomial,58442,14868990,139490,0
C,18,21,0,binomial,58634,14912982,139886,0
C,18,21,0,binomial,58825,14960522,140253,0
