serie,i,j,v,e,rep,semilla,cola,tiempo_ms,peso_mst,dk_llamadas,dk_tiempo_ns,dk_ops,dk_ops_cascada
D,14,22,16384,4194304,4,23403132,binomial,54.730535,38.2291742042,105829,5405784,119774,0
D,14,22,16384,4194304,4,23403132,fibonacci,54.61111,38.2291742042,105829,6177716,68045,21510
D,14,22,16384,4194304,5,23403133,fibonacci,54.381617,38.7416820643,105857,6281843,67883,21350
D,14,22,16384,4194304,5,23403133,binomial,54.295825,38.7416820643,105857,5296149,118884,0
D,14,22,16384,4194304,6,23403134,binomial,54.27752,37.9987561374,105448,5266333,118111,0
D,14,22,16384,4194304,6,23403134,fibonacci,54.493237,37.9987561374,105448,6305140,67251,21099
D,14,22,16384,4194304,7,23403135,fibonacci,54.658118,38.8141836151,105770,6299729,67735,21207
D,14,22,16384,4194304,7,23403135,binomial,54.139941,38.8141836151,105770,5253171,118844,0
D,14,22,16384,4194304,8,23403136,binomial,53.998424,38.5975611995,105387,5203477,118069,0
D,14,22,16384,4194304,8,23403136,fibonacci,54.909382,38.5975611995,105387,6523824,67594,21246
D,14,22,16384,4194304,9,23403137,fibonacci,54.572246,38.1807166601,105811,6433915,67905,21443
D,14,22,16384,4194304,9,23403137,binomial,54.422995,38.1807166601,105811,5313051,118710,0
D,15,22,32768,4194304,0,23413128,binomial,82.174741,153.121418545,188897,12384837,239023,0
D,15,22,32768,4194304,0,23413128,fibonacci,88.375958,153.121418545,188897,15872514,125399,39255
D,15,22,32768,4194304,1,23413129,fibonacci,86.513555,153.414323778,188265,15077807,124327,38686
D,15,22,32768,4194304,1,23413129,binomial,82.056498,153.414323778,188265,12333964,238031,0
D,15,22,32768,4194304,2,23413130,binomial,81.750721,151.949204863,188294,11936812,237090,0
D,15,22,32768,4194304,2,23413130,fibonacci,86.422273,151.949204863,188294,15138092,124567,38825
D,15,22,32768,4194304,3,23413131,fibonacci,86.946762,152.879135825,188968,15599137,124274,38584
D,15,22,32768,4194304,3,23413131,binomial,81.954225,152.879135825,188968,12130806,237517,0
D,15,22,32768,4194304,4,23413132,binomial,82.399455,154.025158343,189160,12326648,238712,0
D,15,22,32768,4194304,4,23413132,fibonacci,86.65442,154.025158343,189160,15344578,125107,39143
D,15,22,32768,4194304,5,23413133,fibonacci,86.68598,154.33204294,188989,15439737,124906,39027
D,15,22,32768,4194304,5,23413133,binomial,82.658854,154.33204294,188989,12406877,237813,0
D,15,22,32768,4194304,6,23413134,binomial,82.74153,152.590035182,189069,11999694,238651,0
D,15,22,32768,4194304,6,23413134,fibonacci,87.830429,152.590035182,189069,15462415,124972,38904
D,15,22,32768,4194304,7,23413135,fibonacci,87.577662,154.936111382,189252,15125767,124536,38865
D,15,22,32768,4194304,7,23413135,binomial,82.695624,154.936111382,189252,12064899,237337,0
D,15,22,32768,4194304,8,23413136,binomial,82.298415,153.98374261,189177,12177474,236967,0
D,15,22,32768,4194304,8,23413136,fibonacci,86.577215,153.98374261,189177,15255761,124088,38324
D,15,22,32768,4194304,9,23413137,fibonacci,86.918229,153.772103895,189378,15380820,125625,39385
D,15,22,32768,4194304,9,23413137,binomial,82.215718,153.772103895,189378,12230077,239499,0
D,16,22,65536,4194304,0,23423128,binomial,152.863727,616.290736743,333611,39192645,476271,0
D,16,22,65536,4194304,0,23423128,fibonacci,172.518951,616.290736743,333611,51099472,228826,70088
D,16,22,65536,4194304,1,23423129,fibonacci,172.012186,613.493390972,332799,51141016,228189,69961
D,16,22,65536,4194304,1,23423129,binomial,150.848035,613.493390972,332799,38150776,474733,0
D,16,22,65536,4194304,2,23423130,binomial,151.071145,615.801616919,332626,38362030,475720,0
D,16,22,65536,4194304,2,23423130,fibonacci,171.170268,615.801616919,332626,50609188,228043,70044
D,16,22,65536,4194304,3,23423131,fibonacci,171.649822,615.764880816,332109,50684044,227822,69489
D,16,22,65536,4194304,3,23423131,binomial,150.986035,615.764880816,332109,38680684,474281,0
D,16,22,65536,4194304,4,23423132,binomial,150.92529,615.811242832,332205,38254851,473829,0
D,16,22,65536,4194304,4,23423132,fibonacci,171.772924,615.811242832,332205,51132073,227920,70032
D,16,22,65536,4194304,5,23423133,fibonacci,171.275857,614.562779115,332296,51157191,228080,70105
D,16,22,65536,4194304,5,23423133,binomial,150.603033,614.562779115,332296,37695125,474880,0
D,16,22,65536,4194304,6,23423134,binomial,151.478344,613.394288443,333652,39275362,478233,0
D,16,22,65536,4194304,6,23423134,fibonacci,173.162425,613.394288443,333652,52061113,229897,70623
D,16,22,65536,4194304,7,23423135,fibonacci,172.632014,612.344749944,332894,51644389,228094,70054
D,16,22,65536,4194304,7,23423135,binomial,150.522251,612.344749944,332894,37954454,474387,0
D,16,22,65536,4194304,8,23423136,binomial,150.146301,614.503978857,332508,37894133,476372,0
D,16,22,65536,4194304,8,23423136,fibonacci,172.473756,614.503978857,332508,51870541,229065,70646
D,16,22,65536,4194304,9,23423137,fibonacci,173.229562,611.845090111,332749,51322795,227516,69847
D,16,22,65536,4194304,9,23423137,binomial,151.783369,611.845090111,332749,38738068,474462,0
D,17,22,131072,4194304,0,23433128,binomial,348.851006,2469.14788523,574165,106766985,942897,0
D,17,22,131072,4194304,0,23433128,fibonacci,370.752247,2469.14788523,574165,121919235,411748,123359
D,17,22,131072,4194304,1,23433129,fibonacci,377.173268,2462.18074909,574828,123397207,413180,124566
D,17,22,131072,4194304,1,23433129,binomial,348.381329,2462.18074909,574828,106934953,948368,0
D,17,22,131072,4194304,2,23433130,binomial,349.151898,2471.19617992,574438,106687156,947487,0
D,17,22,131072,4194304,2,23433130,fibonacci,375.724633,2471.19617992,574438,122750532,412861,123872
D,17,22,131072,4194304,3,23433131,fibonacci,377.684579,2471.19251754,574355,122443888,412559,123913
D,17,22,131072,4194304,3,23433131,binomial,348.679459,2471.19251754,574355,106681987,948655,0
D,17,22,131072,4194304,4,23433132,binomial,349.05697,2457.1281123,574407,106961816,945111,0
D,17,22,131072,4194304,4,23433132,fibonacci,378.411316,2457.1281123,574407,121874500,412108,123400
D,17,22,131072,4194304,5,23433133,fibonacci,377.044646,2478.84345422,573696,122161149,411901,123825
D,17,22,131072,4194304,5,23433133,binomial,348.061597,2478.84345422,573696,106397509,947680,0
D,17,22,131072,4194304,6,23433134,binomial,347.936111,2457.74789312,574985,106434408,945541,0
D,17,22,131072,4194304,6,23433134,fibonacci,375.475164,2457.74789312,574985,122172936,413017,124053
D,17,22,131072,4194304,7,23433135,fibonacci,375.669609,2471.50355542,574301,122032986,411535,123275
D,17,22,131072,4194304,7,23433135,binomial,348.643171,2471.50355542,574301,106850977,945531,0
D,17,22,131072,4194304,8,23433136,binomial,348.476508,2468.57761062,573823,106360943,946123,0
D,17,22,131072,4194304,8,23433136,fibonacci,371.212978,2468.57761062,573823,122192863,411601,123621
D,17,22,131072,4194304,9,23433137,fibonacci,371.261821,2463.61847277,575054,122806840,411262,123105
D,17,22,131072,4194304,9,23433137,binomial,348.384575,2463.61847277,575054,106462998,946048,0
D,18,22,262144,4194304,0,23443128,binomial,745.691248,9846.59645845,965843,226829269,1885205,0
D,18,22,262144,4194304,0,23443128,fibonacci,766.068531,9846.59645845,965843,241897982,732774,213286
D,18,22,262144,4194304,1,23443129,fibonacci,763.408579,9830.87030026,966409,241586804,730893,211545
D,18,22,262144,4194304,1,23443129,binomial,749.920862,9830.87030026,966409,230081188,1882693,0
D,18,22,262144,4194304,2,23443130,binomial,754.967073,9849.89164833,965570,232145691,1882841,0
D,18,22,262144,4194304,2,23443130,fibonacci,771.80519,9849.89164833,965570,242513773,731487,212349
D,18,22,262144,4194304,3,23443131,fibonacci,758.759325,9847.34734755,966109,237844114,732584,213097
D,18,22,262144,4194304,3,23443131,binomial,749.07969,9847.34734755,966109,228133351,1885261,0
D,18,22,262144,4194304,4,23443132,binomial,748.041417,9847.18388601,966936,229769699,1884968,0
D,18,22,262144,4194304,4,23443132,fibonacci,768.736488,9847.18388601,966936,240941130,731738,212212
D,18,22,262144,4194304,5,23443133,fibonacci,759.114062,9837.42155892,966612,238946591,732917,212632
D,18,22,262144,4194304,5,23443133,binomial,768.7375,9837.42155892,966612,236551253,1882034,0
D,18,22,262144,4194304,6,23443134,binomial,747.382338,9838.75006611,966932,230010460,1883951,0
D,18,22,262144,4194304,6,23443134,fibonacci,760.531026,9838.75006611,966932,239088355,733820,213520
D,18,22,262144,4194304,7,23443135,fibonacci,774.030325,9844.81966505,966891,243445816,733839,212959
D,18,22,262144,4194304,7,23443135,binomial,749.367602,9844.81966505,966891,229639957,1883357,0
D,18,22,262144,4194304,8,23443136,binomial,749.437383,9862.50430282,965768,229997983,1883012,0
D,18,22,262144,4194304,8,23443136,fibonacci,763.596512,9862.50430282,965768,239774652,732591,212756
D,18,22,262144,4194304,9,23443137,fibonacci,760.018252,9846.05342128,967831,239335904,734744,213691
D,18,22,262144,4194304,9,23443137,binomial,744.67201,9846.05342128,967831,229476463,1886969,0
